getDomain,UsingIp,longUrl,shortUrl,symbol,redirecting,prefixSuffix,SubDomains,Hppts,DomainRegLen,Favicon,NonStdPort,HTTPSDomainURL,RequestURL,AnchorURL,LinksInScriptTags,ServerFormHandler,InfoEmail,AbnormalURL,WebsiteForwarding,StatusBarCust,getDepth,DisableRightClick,UsingPopupWindow,IframeRedirection,AgeofDomain,DNSRecording,GoogleIndex,LinksPointingToPage,StatsReport,labels
candycane.addhoc.ca,1,0,1,1,1,1,-1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,1,1,0
verified-paxful.com,1,1,1,1,1,-1,1,1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,1
infogoal.com,1,1,1,1,1,1,-1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,1,1,1
marlyverzijl.nl,1,0,1,1,-1,1,-1,-1,-2,1,1,1,-2,-1,1,1,-2,-1,0,-1,3,-1,-1,1,1,1,1,-1,1,0
clothesonfilm.com,1,0,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,1,1,1,-2,1,0
terraluzseguros.com.br,1,0,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,-2,1,1
amazon.com,1,0,1,1,1,1,1,-1,1,-1,1,1,-2,-1,0,0,-2,-1,0,-1,3,-1,-1,1,1,1,1,-1,1,0
sportystreamhd.com,1,1,1,1,1,1,1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,1,-2,1,1
sxxjytyj.gov.cn,1,0,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,5,-2,-2,-2,-2,-2,1,-2,1,1
facebook.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,0,1,1,-2,-1,0,-1,1,-1,-1,1,1,1,1,-1,1,0
prezi.com,1,-1,1,1,1,1,1,1,1,-1,1,1,-2,-1,1,0,-2,-1,1,-1,2,-1,-1,1,1,1,1,-1,1,0
infopublishersassociation.com,1,-1,1,1,1,1,0,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,8,-1,-1,1,1,1,1,1,1,1
xpj5988.com,1,-1,1,1,1,1,-1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,1,1,1,-2,1,1
topics.nytimes.com,1,-1,1,1,1,1,-1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,0,-1,7,-1,-1,1,1,1,1,-1,1,0
protoaid.co.za,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,1
aks-labs.com,1,1,1,1,1,-1,-1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,-1,1,1
chicktalkdallas.com,1,1,1,1,1,1,1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,1,0
pendu.com,1,1,1,1,1,1,-1,-1,1,1,1,1,-2,1,0,0,-2,-1,1,-1,1,-1,-1,1,1,1,1,-1,1,1
just1click.biz,1,0,1,1,1,1,0,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,6,-2,-2,-2,-2,-2,1,-2,1,0
9779.info,1,-1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1
en.wikipedia.org,1,-1,1,1,1,1,0,-1,1,1,1,1,-2,-1,1,0,-2,-1,1,-1,2,-1,-1,1,1,1,1,-1,1,0
snowcaptraffic.com,1,1,1,1,1,1,1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,1,-2,1,0
tptelecom.it,1,-1,1,1,1,1,0,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,8,-1,-1,1,1,1,1,0,1,1
somethingawful.com,1,-1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,0,-2,-1,0,-1,3,-1,-1,1,1,1,1,-1,1,0
ufdz.net,1,-1,1,1,1,1,-1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,1,-1,-1,1,1,1,1,1,1,0
banco.pichincha.deptsistemas.com,1,1,1,1,1,1,-1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,1
36.43.65.33:52271,1,1,1,1,1,1,-1,-1,-2,-2,-1,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,1,1
hydro.linz.govt.nz,1,1,1,1,1,1,-1,-1,-2,-1,1,1,0,-1,0,1,-2,-1,1,-1,2,-1,-1,1,-2,-2,1,1,1,1
justgottascoot.com,1,1,-1,1,1,1,0,-1,1,1,1,1,-2,-1,1,0,-2,-1,0,-1,1,-1,-1,1,1,1,1,-1,1,0
mitsui-jyuku.mixh.jp,1,0,1,1,1,-1,-1,1,-2,-1,1,1,-2,-1,1,1,-2,-1,0,-1,2,-1,-1,1,-2,-2,1,-1,1,1
wangqiao365.com,1,-1,1,1,1,1,0,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,-2,1,1
tunein.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,1,1,1,-2,1,0
maxplusfm.ml,1,1,1,1,1,1,1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,1
groups.yahoo.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,1,0,-2,-1,1,-1,2,-1,-1,1,1,1,1,-1,1,1
federalreserve.gov,1,1,1,1,1,1,0,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,1,1,1
wolfgangsvault.com,1,1,-1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,1,-1,-1,1,1,1,1,1,1,0
9779.info,1,-1,1,1,1,1,1,-1,1,-1,1,1,0,-1,-1,1,-2,-1,1,-1,1,-1,-1,1,1,1,1,0,1,1
apardee.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
mvchemistry.com,1,1,1,1,1,1,1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,1
pastehtml.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,-1,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,-1,1,1
en.wikipedia.org,1,0,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,0,-2,-1,1,-1,2,-1,-1,1,1,1,1,-1,1,0
fileguru.com,1,0,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,1,-2,-1,0,-1,2,-1,-1,1,1,1,1,-1,1,0
login-blockchain.ddns.net,1,1,1,1,1,-1,0,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,1
comfibook.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,1,1,1,-2,1,0
is99.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,-1,1,1,-2,-1,1,-1,1,-1,-1,1,1,1,1,0,1,1
amazon.com,1,0,1,1,1,1,1,-1,1,-1,1,1,-2,-1,0,0,-2,-1,0,-1,3,-1,-1,1,1,1,1,-1,1,0
sangoankhang.com,1,0,1,1,1,1,0,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,5,-2,-2,-2,-2,-2,1,-2,1,1
plaxo.com,1,1,1,1,1,1,0,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,5,-2,-2,-2,1,1,1,-2,1,0
genforum.genealogy.com,1,1,1,1,1,1,-1,-1,1,-1,1,1,-2,-1,1,0,-2,-1,0,-1,2,-1,-1,1,1,1,1,-1,1,0
letrs.indiana.edu,1,-1,1,1,1,1,0,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,4,-2,-2,-2,-2,-2,1,-2,1,0
cs.unc.edu,1,1,1,1,1,1,-1,-1,-2,-1,1,1,0,-1,0,1,-2,-1,1,-1,2,-1,-1,1,-2,-2,1,1,1,1
lagunabeach-realestate.com,1,1,1,1,1,-1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
redfin.com,1,0,1,1,1,1,1,-1,1,-1,1,1,-2,0,0,1,-2,-1,1,-1,5,-1,-1,1,1,1,1,0,1,0
ytimg.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
terra.com.br,1,1,1,1,1,1,0,-1,1,1,1,1,-2,1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
google.co.uk,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,-1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
shutterstock.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,0,-1,0,-1,-1,-1,1,1,1,1,1,0
dailymail.co.uk,1,1,1,1,1,1,0,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
reg.ru,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
t.co,1,1,-1,1,1,1,1,-1,1,-1,1,1,-2,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
cdc.gov,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
thesun.co.uk,1,1,1,1,1,1,0,-1,1,1,1,1,-2,1,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
wp.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
cnet.com,1,1,-1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
instagram.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
researchgate.net,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
google.it,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,0,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
fandom.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
office.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
list-manage.com,1,1,1,1,1,-1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
msn.com,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
un.org,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
de.wikipedia.org,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
ovh.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
mail.ru,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
bing.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
news.yahoo.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,1,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
myaccount.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
hatena.ne.jp,1,1,1,1,1,1,0,-1,-2,1,1,1,-2,-1,0,1,-2,-1,0,-1,0,-1,-1,1,-2,-2,1,-1,1,0
shopify.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
adssettings.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,0,-2,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,0
bit.ly,1,1,-1,1,1,1,1,-1,1,1,1,1,-2,-1,1,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
reuters.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
booking.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
discord.com,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
buydomains.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
nasa.gov,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
aboutads.info,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
time.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
abril.com.br,1,1,1,1,1,1,0,-1,1,-1,1,1,0,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
change.org,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,0,1,0
nginx.org,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
twitter.com,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
wikipedia.org,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
archive.org,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
cbsnews.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
networkadvertising.org,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
telegraph.co.uk,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
pinterest.com,1,1,-1,1,1,1,1,-1,1,1,1,1,0,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
google.co.jp,1,1,1,1,1,1,0,-1,-2,-1,1,1,-2,0,0,0,-2,-1,1,-1,0,-1,-1,1,-2,-2,1,-1,1,0
pixabay.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
zendesk.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
cpanel.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
vistaprint.com,1,1,-1,1,1,1,1,-1,1,1,1,1,-2,1,-1,-1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
sky.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
windows.net,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,0,1,0
alicdn.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
google.ca,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
lemonde.fr,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
newyorker.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
webnode.page,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
surveymonkey.com,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
translate.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
calendar.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
amazonaws.com,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,1,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
academia.edu,1,1,1,1,1,1,1,-1,-2,1,1,1,-2,0,1,1,-2,-1,0,-1,0,-1,-1,1,-2,-2,1,-1,1,0
apache.org,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
imageshack.us,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
nginx.com,1,1,-1,1,1,1,1,-1,1,1,1,1,-2,0,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
weebly.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
news.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,0,1,0
developers.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
w3.org,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
mail.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,0,0,1,-2,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,0
gstatic.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,0,1,0
jimdofree.com,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
cpanel.net,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
imdb.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
wa.me,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
feedburner.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
enable-javascript.com,1,1,-1,1,1,-1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
nytimes.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
workspace.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
ok.ru,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
google.es,1,1,1,1,1,1,1,-1,-2,-1,1,1,-2,0,0,0,-2,-1,1,-1,0,-1,-1,1,-2,-2,1,-1,1,0
dailymotion.com,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
afternic.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
bloomberg.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
amazon.de,1,1,1,1,1,1,1,-1,-2,-1,1,1,-2,1,0,1,-2,-1,0,-1,0,-1,-1,1,-2,-2,1,0,1,0
photos.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
wiley.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
aliexpress.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
indiatimes.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
youronlinechoices.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
elpais.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
tinyurl.com,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
yadi.sk,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,1,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
spotify.com,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
huffpost.com,1,1,-1,1,1,1,1,-1,1,1,1,1,-2,1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
ru.wikipedia.org,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,1,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
google.fr,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,0,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
webmd.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
samsung.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
independent.co.uk,1,1,-1,1,1,1,0,-1,1,1,1,1,-2,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
amazon.co.jp,1,1,1,1,1,1,0,-1,-2,1,1,1,-2,-1,0,0,-2,-1,0,-1,0,-1,-1,1,-2,-2,1,-1,1,0
get.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,-1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
amazon.co.uk,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,1,1,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,0,1,0
4shared.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
telegram.me,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
businessinsider.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
ig.com.br,1,1,1,1,1,1,0,-1,1,1,1,1,-2,1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
issuu.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,0
gov.br,1,1,1,1,1,1,0,-1,-2,1,1,1,-2,1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
wsj.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
hugedomains.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
picasaweb.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,0,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,0,1,0
usatoday.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
scribd.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
gov.uk,1,1,1,1,1,1,0,-1,-2,1,1,1,-2,0,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
storage.googleapis.com,1,1,1,1,1,1,0,-1,-2,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,-2,-2,1,1,1,0
huffingtonpost.com,1,1,-1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
bbc.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
estadao.com.br,1,1,1,1,1,1,0,-1,1,1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
nature.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,-1,1,-2,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,0
mediafire.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,-1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
washingtonpost.com,1,1,-1,1,1,1,1,-1,1,1,1,1,-2,1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
forms.gle,1,1,1,1,1,1,1,-1,-2,-1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,-2,-2,1,1,1,0
